Instrument,Company Common Name,Country of Headquarters,Credit Combined Implied Rating,Return on Capital Employed - %,PPE - Net Percentage of Total Assets,Tax Rate - Actual,"Effective Tax Rate, (%)",Tax Rate - Mean,Total Assets,Net Debt to Total Equity,Market Capitalization,Total Debt Percentage of Total Equity,Shareholders' Equity - Attributable to Parent ShHold - Total,Total Liabilities & Equity,Environmental Expenditures,Research And Development,Total Revenue,Capital Expenditures - Total,Year
PRYG.D,Pacifico Renewables Yield AG,Germany,BB-,,,,,,,,,,,,,,,,2008.0
ETC.BK,Earth Tech Environment PCL,Thailand,A+,,,,,,,,,,,,,,,,2008.0
CLOUD.OL,Cloudberry Clean Energy ASA,Norway,BB+,,,,,,,,,,,,,,,,2008.0
600905.SS,China Three Gorges Renewables Group Co Ltd,China,BBB-,,,,,,,,,,,,,,,,2008.0
601778.SS,Jinko Power Technology Co Ltd,China,BB-,,,,,,,,,,,,,,,,2008.0
DORL.TA,Doral Group Renewable Energy Resources Ltd,Israel,BB+,,,,,,,,,,,,,,,,2008.0
ESEN.IS,Esenboga Elektrik Uretim AS,Turkey,BBB+,,,,,,,,,,,,,,,,2008.0
MSKE.TA,Meshek Energy-Renewable Energies Ltd,Israel,BBB-,,,,,,,,,,,,,,,,2008.0
COXA.BIV,Cox Energy America SAB de CV,Mexico,BB+,,,,,,,,,,,,,,,,2008.0
BEPC.N,Brookfield Renewable Corp,United States of America,B,,,,,,,,,,,,,,,,2008.0
AYDEM.IS,Aydem Yenilenebilir Enerji AS,Turkey,A-,,,,,,,,,,,,,,,,2008.0
600032.SS,Zhejiang Provincial New Energy Investment Group Co Ltd,China,BB-,,,,,,,,,,,,,,,,2008.0
6806.TW,Shinfox Energy Co Ltd,Taiwan,BBB-,,,,,,,,,,,,,,,,2008.0
MNTK.OQ,Montauk Renewables Inc,United States of America,BBB,,,,,,,,,,,,,,,,2008.0
NOFR.TA,OY Nofar Energy Ltd,Israel,BBB+,,,,,,,,,,,,,,,,2008.0
ALTA.OL,Alternus Energy Group PLC,Ireland; Republic of,B-,,,,,,,,,,,,,,,,2008.0
ARR.TO,Altius Renewable Royalties Corp,Canada,A,,,,,,,,,,,,,,,,2008.0
MPCES.OL,MPC Energy Solutions NV,Netherlands,B,,,,,,,,,,,,,,,,2008.0
GWIND.IS,Galata Wind Enerji Anonim Sirket,Turkey,A,,,,,,,,,,,,,,,,2008.0
AMPS.N,Altus Power Inc,United States of America,BB-,,,,,,,,,,,,,,,,2008.0
RNW.OQ,Renew Energy Global PLC,United Kingdom,B,,,,,,,,,,,,,,,,2008.0
SOLR.TA,Solaer Renewable Energies Ltd,Israel,BB+,,,,,,,,,,,,,,,,2008.0
DEL.AX,Delorean Corporation Ltd,Australia,BB-,,,,,,,,,,,,,,,,2008.0
BIOEN.IS,Biotrend Cevre ve Enerji Yatirimlari AS,Turkey,BB,,,,,,,,,,,,,,,,2008.0
PRIM.TA,Prime Energy PE Ltd,Israel,B+,,,,,,,,,,,,,,,,2008.0
NSOL.OL,Norsk Solar AS,Norway,BB,,,,,,,,,,,,,,,,2008.0
MAGEN.IS,Margun Enerji Uretim Sanayi ve Ticaret AS,Turkey,BB+,,,,,,,,,,,,,,,,2008.0
CV.BK,Clover Power PCL,Thailand,BBB-,,,,,,,,,,,,,,,,2008.0
ECNER.MC,Grupo Ecoener SA,Spain,BB,,,,,,,,,,,,,,,,2008.0
OPDE.MC,Opdenergy Holding SA,Spain,CCC,,,,,,,,,,,,,,,,2008.0
001258.SZ,Xinjiang Lixin Energy Co Ltd,China,BB-,,,,,,,,,,,,,,,,2008.0
ANE.MC,Corporacion Acciona Energias Renovables SA,Spain,BBB+,,,,,,,,,,,,,,,,2008.0
HDF.PA,Hydrogene De France SA,France,AA-,,,,,,,,,,,,,,,,2008.0
CONSE.IS,Consus Enerji Isletmeciligi ve Hizmetleri AS,Turkey,,,,,,,,,,,,,,,,,2008.0
GVOLT.LS,Greenvolt Energias Renovaveis SA,Portugal,BB+,,,,,,,,,,,,,,,,2008.0
ECNR.TA,Econergy Renewable Energy Ltd,Israel,BB+,,,,,,,,,,,,,,,,2008.0
NAPZ.BU,NAP Nyrt,Hungary,,,,,,,,,,,,,,,,,2008.0
EGR1T.TL,Enefit Green AS,Estonia,A,,,,,,,,,,,,,,,,2008.0
ASAB.ST,Advanced SolTech Sweden AB (publ),Sweden,B,,,,,,,,,,,,,,,,2008.0
COMR3.SA,Comerc Participacoes SA,Brazil,,,,,,,,,,,,,,,,,2008.0
SPNEC.PS,Solar Philippines Nueva Ecija Corp,Philippines,A+,,,,,,,,,,,,,,,,2008.0
9522.T,Renewable Japan Co Ltd,Japan,CCC+,,,,,,,,,,,,,,,,2008.0
6873.TWO,HD Renewable Energy Co Ltd,Taiwan,AA-,,,,,,,,,,,,,,,,2008.0
MEGA3.SA,Omega Energia SA,Brazil,BB,,,,,,,,,,,,,,,,2008.0
TGE.BK,Thachang Green Energy PCL,Thailand,BB+,,,,,,,,,,,,,,,,2008.0
6869.TWO,J&V Energy Technology Co Ltd,Taiwan,BBB,,,,,,,,,,,,,,,,2008.0
389260.KQ,Dae Myoung Energy Co Ltd,Korea; Republic (S. Korea),A-,,,,,,,,,,,,,,,,2008.0
ZAZZb.ST,ZAZZ Energy of Sweden AB (publ),Sweden,,,,,,,,,,,,,,,,,2008.0
HUNER.IS,Hun Yenilenebilir Enerji Uretim AS,Turkey,,,,,,,,,,,,,,,,,2008.0
ASLAG.PS,RASLAG Corp,Philippines,BBB,,,,,,,,,,,,,,,,2008.0
7590.TWO,Yiho International Co Ltd,Taiwan,BBB+,,,,,,,,,,,,,,,,2008.0
ENRS.MC,Enerside Energy SA,Spain,A-,,,,,,,,,,,,,,,,2008.0
AURE3.SA,Auren Energia SA,Brazil,BBB-,,,,,,,,,,,,,,,,2008.0
0295.HK,Kong Sun Holdings Ltd,Hong Kong,BB,-6.08306719040856,,,,,124402842.57502,0.74568,,76.29006,51819219.95383,124402842.57502,,,0.0,,2007.0
ENGEPEC1.LM,Enel Generacion Peru SAA,Peru,A,6.46591034667038,89.92512,,30.12329,,4758459000.0,0.59895,3601059692.58,61.18605,2253190000.0,4758459000.0,,,1058106000.0,68710000.0,2007.0
PSWW.PK,Principal Solar Inc,United States of America,CCC+,-6.93391115926327,5.79675,,,,20753000.0,0.31764,5824227.0,102.43149,2591000.0,20753000.0,,,,120000.0,2007.0
ABIO.PA,Albioma SA,France,BBB-,12.0564146518577,62.82759,,11.67643,,821136000.0,1.43229,1557612340.0,160.62086,224979000.0,821136000.0,,,229848000.0,78337000.0,2007.0
WEB.V,Westbridge Energy Corp,Canada,AA,-134.250558548255,82.93969,,,,619854.0,0.17567,4073580.0,26.60928,387083.0,619854.0,,,393000.0,376000.0,2007.0
PWCO.PK,PwrCor Inc,United States of America,B+,-41.4155844155844,,,,,660000.0,0.81429,1026274.14,183.92857,280000.0,660000.0,,,353000.0,,2007.0
BLX.TO,Boralex Inc,Canada,BBB+,8.54534002886108,50.26159,,28.25404,,514731000.0,0.33758,646092281.25,61.50938,284769000.0,514731000.0,,,189748000.0,27087000.0,2007.0
REVV.V,ReVolve Renewable Power Corp,Canada,AA,,,,,,17534.60714,,697410.0,,-133023.00643,17534.60714,,0,0.0,,2007.0
NSEN.AS,New Sources Energy NV,Netherlands,A-,,,,,,7000.0,,2262513.5,,-3563000.0,7000.0,,,0.0,,2007.0
KPO.AX,Kalina Power Ltd,Australia,A+,6.33711507293355,0.01367,,272.5,,21941000.0,-0.00171,20972651.57,3.8848,19170000.0,21941000.0,,343000,5184000.0,0.0,2007.0
NKWh.V,Oceanic Wind Energy Inc,Canada,BB+,-30.4949372632881,6.46526,,,,39720000.0,-0.98909,99357569.25,0.0,37117000.0,39720000.0,,,71000.0,2560000.0,2007.0
000591.SZ,CECEP Solar Energy Co Ltd,China,BBB-,6.67716183573503,17.88561,,14.76681,,1899941000.0,0.90262,1693557734.05,194.24433,393903000.0,1899940000.0,,,3242148000.0,19005000.0,2007.0
EP.BK,Eastern Power Group PCL,Thailand,BBB+,17.88894355195,52.75899,,0.0,,779325000.0,-0.1686,1041128606.02,,669225000.0,779325000.0,,,670331000.0,71846000.0,2007.0
000862.SZ,Ning Xia Yin Xing Energy Co Ltd,China,BB+,11.5370142048149,56.30489,,10.10781,,1226508000.0,2.51547,3349638000.0,256.50989,181329000.0,1226506000.0,,,343659000.0,284922000.0,2007.0
HRPKk.DE,7C Solarparken AG,Germany,BBB-,-10.1889250814332,1.0493,,,,55561000.0,0.26256,67159950.0,40.97464,32176000.0,55564000.0,,,87628000.0,402000.0,2007.0
1004.HK,China Smarter Energy Group Holdings Ltd,Hong Kong,BB-,9.89793876325795,0.53297,,-0.26767,,490088000.0,-0.22033,563632700.0,6.5632,461939000.0,490088000.0,,,359576000.0,13436000.0,2007.0
ELLO.A,Ellomay Capital Ltd,Israel,BB,-72.6877662092174,11.35934,,,,35867542.15,,35385985.1130975,,-15202595.55,35867542.15,,5146793,62532147.0,854807.48338,2007.0
EGIE3.SA,Engie Brasil Energia SA,Brazil,BBB+,29.4293100188925,71.60574,,29.60343,,6598090000.0,0.3618,13903408689.6,64.37091,2816853000.0,6598090000.0,,,3017008000.0,377545000.0,2007.0
MLHYE.EUA,Hydro Exploitations SA,France,,1.41957948305879,7.77998,,0.0,,10090000.0,1.98796,6646400.0,199.03701,3323000.0,10090000.0,,,579000.0,,2007.0
000791.SZ,GEPIC Energy Development Co Ltd,China,BB+,-0.078667890389406,33.06195,,35.52983,,704550000.0,-0.13744,1763370000.0,4.80004,279237000.0,704549000.0,,,210911000.0,81310000.0,2007.0
PERENAC1.LM,Peruana de Energia SAA,Peru,A-,33.5230245944532,0.25884,,30.06295,,35930000.0,-0.07728,21539016.0,0.0,31575000.0,35930000.0,,,12347000.0,36000.0,2007.0
CCE.AX,Carnegie Clean Energy Ltd,Australia,BB+,-272.520530638029,9.6162,,,,9432000.0,-0.84982,97553785.025,0.0,7125000.0,9432000.0,,8980000,386000.0,905000.0,2007.0
1185.HK,China Energine International Holdings Ltd,Hong Kong,B,-8.74292471533467,2.34715,,,,2214648000.0,0.25965,2754236707.68,37.09054,1567858000.0,2214648000.0,,,178755000.0,108612000.0,2007.0
IFEC.BK,Inter Far East Energy Corporation PCL,Thailand,CCC+,14.2493360800179,23.74422,,0.0,,745036000.0,0.30797,314000463.7,58.6744,433792000.0,745036000.0,,,565748000.0,149952000.0,2007.0
MEGA.KL,Mega First Corporation Bhd,Malaysia,A,20.2422479474354,33.38338,,13.8418,,662653000.0,-0.04232,337288920.0,20.21308,351906000.0,662653000.0,,,471813000.0,19401000.0,2007.0
0182.HK,Concord New Energy Group Ltd,Hong Kong,BBB+,8.10262241048309,0.69783,,0.0,,1978371169.07815,-0.10006,1846672722.60045,7.2199,1755048943.48642,1978371169.07815,,,60396421.0,12853816.68623,2007.0
0451.HK,GCL New Energy Holdings Ltd,Hong Kong,CCC+,16.5481131296902,51.952,,14.38193,,925172769.65383,0.70836,164113042.477449,89.63599,346266944.05181,925173670.68438,,,947499759.0,138793871.6651,2007.0
ARN.MI,Alerion Clean Power SpA,Italy,BB,4.86047704218834,29.4802,,54.15096,,314350000.0,0.32021,284680168.2625,62.58976,157989000.0,314350000.0,,,26542000.0,80608000.0,2007.0
NOVA.BK,Nova Empire PCL,Thailand,BB+,7.22360766197353,17.74061,,29.03748,,976680000.0,-0.19583,330000000.0,0.0,846822000.0,976680000.0,,,1380412000.0,1210000.0,2007.0
DWLP.PSX,Dawood Lawrencepur Ltd,Pakistan,A,-1.02373637169796,14.00889,,24.7749,,3881586000.0,0.04678,3480233176.0,6.15124,3471901000.0,3881586000.0,,,1221322000.0,32358000.0,2007.0
038870.KQ,EcoBio Holdings Co Ltd,Korea; Republic (S. Korea),A-,-30.9689688573593,0.46799,,,,38221577000.0,0.00751,111531901500.0,5.74485,29494252000.0,38221575000.0,,560909000,7583615000.0,101892000.0,2007.0
NEVE.PK,Nevo Energy Inc,United States of America,,,,,,,,,,,,,,,,,2007.0
MDIP.WA,MDI Energia SA,Poland,BBB+,1.39433551198257,70.65947,,334.56376,,35180000.0,-0.03691,139237369.02,0.0,25080000.0,35180000.0,,,4109000.0,9363000.0,2007.0
600868.SS,Guangdong Meiyan Jixiang Hydropower Co Ltd,China,AA-,1.60664271111952,76.73565,,,,8223046000.0,2.13839,11958336677.7,220.98638,2029722000.0,8223044000.0,,,816202000.0,61275000.0,2007.0
600674.SS,Sichuan Chuantou Energy Co Ltd,China,A-,1.58352343601374,72.90372,,16.59371,,4772208000.0,1.33297,15809744026.02,166.47646,1472331000.0,4772209000.0,,,362570000.0,855249000.0,2007.0
ENLT.TA,Enlight Renewable Energy Ltd,Israel,BBB-,-5.36642629548885,0.02082,,,,28825000.0,-0.99313,39676238.046,0.0,28249000.0,28825000.0,,,0.0,,2007.0
PANP.BU,PannErgy Nyrt,Hungary,A,-2.51193776289662,36.60706,,29.93929,,22259168000.0,0.17151,35792913500.0,50.036,12147650000.0,22259168000.0,,,13458035000.0,2474762000.0,2007.0
MORG.BO,Morgan Ventures Ltd,India,BB,-2.98181098491378,23.41818,,2.51245,,684605000.0,0.36273,156000000.0,51.66412,334592000.0,684604000.0,,,127340000.0,,2007.0
NPI.TO,Northland Power Inc,Canada,BBB,6.95682084782487,58.73623,,152.77767,,690790000.0,0.29972,763193657.52,36.59809,427260000.0,690790000.0,,,184294000.0,147000.0,2007.0
000040.SZ,Tunghsu Azure Renewable Energy Co Ltd,China,BB-,-4.09365301540539,5.79399,,15.3419,,2227237000.0,0.30879,4193468740.52,47.66515,996358000.0,2227237000.0,,,533091000.0,133022000.0,2007.0
000722.SZ,Hunan Development Group Co Ltd,China,AA-,-2.82150171642298,49.47374,,,,2063620000.0,1.50344,2386363550.4,178.32876,524317000.0,2063620000.0,,,520583000.0,64290000.0,2007.0
NWPN.PK,Now Corp,United States of America,B+,,,,,,,,,,,,,,,,2007.0
CHAR.SI,Charisma Energy Services Ltd,Singapore,B+,1.47693468362864,70.03566,,1.90953,,372426281.8289,0.24361,95832147.0720877,48.12441,128441684.5903,372426281.8289,,,10297418.0,11649415.27244,2007.0
EMAE4.SA,EMAE Empresa Metropolitana de Aguas e Energia SA,Brazil,BBB+,-6.43278873396958,83.26096,,,,914073000.0,0.02575,455927016.56,3.68483,672541000.0,914073000.0,,,95988000.0,7902000.0,2007.0
0686.HK,Beijing Energy International Holding Co Ltd,Hong Kong,BB-,-35.095423966083,14.8214,,,,,0.02131,183378820.179384,11.00795,,,,,133465500.0,,2007.0
600163.SS,Zhongmin Energy Co Ltd,China,A-,0.987241140134879,40.54315,,-0.78667,,3335313000.0,0.68028,2410859523.2,86.04702,1547838000.0,3335312000.0,,,1454479000.0,73175000.0,2007.0
ECVG.DE,Encavis AG,Germany,BB-,11.0533946557336,0.08158,,0.0,,51486000.0,-0.62376,66780000.0,,51023000.0,51486000.0,,,0.0,27000.0,2007.0
AWSL.PK,Atlantic Power and Infrastructure Corp,Canada,,,,,,,,,,,,,,,,,2007.0
WBRE.PK,Wild Brush Energy Inc,United States of America,,,,,,,,,,,,,,,,,2007.0
BEP_u.TO,Brookfield Renewable Partners LP,Bermuda,CCC+,,,,,,,,,,,,,,,,2007.0
900957.SS,Shanghai Lingyun Industries Development Co Ltd,China,A-,3.92434662998624,37.55771,,0.0,,698320000.0,0.22117,1942304776.8,27.50294,376945000.0,698321000.0,,,127345000.0,64243000.0,2007.0
GESI.PK,General European Strategic Investments Inc,United States of America,,,,,,,,,,,,,,,,,2007.0
CGEI.PK,CGE Energy Inc,United States of America,,,,,,,,,,,,,,,,,2007.0
AKSUE.IS,Aksu Enerji ve Ticaret AS,Turkey,BBB+,2.50585069969592,0.56392,,20.1397,,35289000.0,-0.12049,36414720.0,,31771000.0,35289000.0,,,1296000.0,11000.0,2007.0
ORRON.ST,Orron Energy AB,Sweden,A,11.9806025778732,83.02489,,47.39198,,3146160750.20891,0.20419,3294660355.60645,25.19357,1501957382.9346,3146160750.20891,,,812355713.0,634224291.74293,2007.0
0987.HK,China Renewable Energy Investment Ltd,Hong Kong,A,-4.77807026129481,0.42297,,,,422012000.0,-0.84534,404673420.15,2.15878,397446000.0,422012000.0,,0,0.0,31908000.0,2007.0
2743.T,Pixel Companyz Inc,Japan,BBB-,2.54404070171707,0.92484,,556.84017,,8836813000.0,1.00827,1645055300.0,227.93806,1979926000.0,8836813000.0,,,23978045000.0,12320000.0,2007.0
MENC.PK,Millennium Energy Corp,United States of America,,,,,,,,,,,,,,,,,2007.0
RNE.AX,Renu Energy Ltd,Australia,BBB,-3.03790031351455,47.72677,,,,269220000.0,-0.39426,388455771.0,,253387000.0,269220000.0,,,1471000.0,62611000.0,2007.0
FNEC.PK,First National Energy Corp,Canada,B-,,,,,,,,,,,,,,,,2007.0
ADXR.MC,Audax Renovables SA,Spain,B,0.902010384769006,24.19081,,28.55373,,272277000.0,-0.39317,498057595.0,26.78641,189308000.0,272277000.0,,,7740000.0,11855000.0,2007.0
600900.SS,China Yangtze Power Co Ltd,China,AA,12.0071981534994,95.66071,,29.24293,,64314085000.0,0.38837,183441545556.93,45.62017,41253230000.0,64314084000.0,,,8735392000.0,10591391000.0,2007.0
002015.SZ,GCL Energy Technology Co Ltd,China,BB,-0.423917893797412,,,30.06439,,816245000.0,0.80183,1537779200.0,121.04682,323889000.0,816247000.0,,,759268000.0,100808000.0,2007.0
ORA.N,Ormat Technologies Inc,United States of America,BB,4.17822517962061,76.6643,,7.49794,,1274909000.0,0.46769,2323133361.1,55.65274,618083000.0,1274909000.0,,3663000,295919000.0,217508000.0,2007.0
PIF.TO,Polaris Renewable Energy Inc,Canada,BBB,-9.01649737996271,63.90196,,,,62912000.0,0.06248,86705891.2083501,13.95411,50888000.0,62912000.0,,,4542000.0,10342000.0,2007.0
PRIME.BK,Prime Road Power PCL,Thailand,BBB,-41.8591861625457,1.69407,,,,362972000.0,-0.63645,837523492.52,0.02915,353317000.0,362972000.0,,,43577000.0,28393000.0,2007.0
1711.T,SDS Holdings Co Ltd,Japan,B,,5.38616,,,,2700404000.0,0.55376,2015200000.0,89.83478,1262462000.0,2700404000.0,,3003000,4498280000.0,25442000.0,2007.0
SUPER.BK,Super Energy Corporation PCL,Thailand,BBB,-8.68768962863154,27.85806,,,,966442000.0,0.83443,261000000.0,105.33024,440712000.0,966442000.0,,,193335000.0,265000.0,2007.0
002039.SZ,Guizhou Qianyuan Power Co Ltd,China,BB+,6.15667806442974,80.31214,,25.38111,,2672997000.0,3.72023,2319834240.0,382.15613,503526000.0,2672996000.0,,,307244000.0,103355000.0,2007.0
9514.T,EF On Inc,Japan,BB,-2.28099680092239,75.36251,,,,37643780000.0,2.72389,2803815000.0,339.83024,7528328000.0,37643780000.0,,,14926228000.0,5704741000.0,2007.0
JAPR.NS,Jaiprakash Power Ventures Ltd,India,BBB,20.4052836604956,75.93653,,11.30876,,20904300000.0,0.68755,26538582430.0,77.7328,10304700000.0,20904300000.0,,,3131400000.0,527100000.0,2007.0
WWPW.PK,Wind Works Power Corp,Canada,CC,,,,,,,,,,,,,,,,2007.0
PEPP.WA,Polenergia SA,Poland,BBB,8.72859624048128,,,20.53818,,482620000.0,1.7179,690233779.0,215.54733,143152000.0,482620000.0,,,92839000.0,46125000.0,2007.0
VLL.CM,Vidullanka PLC,Sri Lanka,A,16.2513057459254,88.18752,,1.62924,,653331562.0,0.39659,705065818.5,44.39781,440785729.0,653331562.0,,,194896160.0,28780634.0,2007.0
PSPW.PK,3Power Energy Group Inc,United States of America,CC,,,,,,,,,,,,,,,,2007.0
ANFI.BO,Anjani Finance Ltd,India,A,3.52421404568173,8.90016,,102.51694,,124964000.0,0.11945,170407440.0,12.23306,101847000.0,124964000.0,,,11775000.0,76000.0,2007.0
JYCH.BO,Jayshree Chemicals Ltd,India,A-,,,,,,,,,,,,,,,,2007.0
3777.T,FHT Holdings Corp,Japan,BBB,-58.901573385106,3.14495,,,,1456114000.0,-0.5216,11574165000.0,,1239257000.0,1456114000.0,,,713749000.0,52652000.0,2007.0
SPCG.BK,SPCG PCL,Thailand,AA+,10.7333060221221,46.20452,,25.95089,,186551000.0,0.00125,101000000.0,19.51212,96294000.0,186551000.0,,,295085000.0,22504000.0,2007.0
VSH.HM,Vinh Son Song Hinh Hydropower JSC,Vietnam,A-,9.49320479223592,65.60102,,-0.21851,,2459449137000.0,-0.16036,6421250000000.0,20.53022,2022286188000.0,2459449137000.0,,,370161500000.0,41337707000.0,2007.0
VEER.BO,Veer Energy & Infrastructure Ltd,India,A-,,8.52952,,34.09689,,195578019.0,0.68301,20100008.04,68.89927,96499773.0,195578019.0,,,311653980.0,4286539.0,2007.0
SOLR.V,Solar Alliance Energy Inc,Canada,A-,-176.374638253091,8.506,,,,5502000.0,,63236674.32,,-42000.0,5500000.0,,,0.0,543000.0,2007.0
TBC.HM,Thacba Hydro Power JSC,Vietnam,AA+,11.1759260990518,77.19265,,0.0,,757313509000.0,-0.12006,511514837288.549,0.0,706166231000.0,757313509000.0,,,170099848000.0,17277325000.0,2007.0
NWF.NZ,NZ Windfarms Ltd,New Zealand,A+,-2.25436307910535,10.01237,,33.88068,,84046000.0,-0.7303,73060053.21,0.0,80131000.0,84046000.0,,,240000.0,10112000.0,2007.0
INWI.NS,Indowind Energy Ltd,India,BBB,3.59916284956842,27.51473,,8.62069,,2818065000.0,0.1812,2508815089.3,102.84618,1326866000.0,2818067000.0,,,255892000.0,612570000.0,2007.0
1407.T,West Holdings Corp,Japan,BBB+,87.3829520637491,15.63607,,,,11948425000.0,5.13945,1178400000.0,665.40879,1219529000.0,11948425000.0,,2095000,27375009000.0,90437000.0,2007.0
VPEL.CM,Vallibel Power Erathna PLC,Sri Lanka,AAA,16.7358595068902,77.8006,,0.69216,,1484599000.0,-0.16175,1793063354.4,0.34949,1475307000.0,1484599000.0,,,303837200.0,14003000.0,2007.0
VLTSA.PA,Voltalia SA,France,BB,-13.206106870229,35.92624,,,,38451000.0,0.01941,167475644.16,23.46211,26210000.0,38451000.0,,,762000.0,3717000.0,2007.0
KEGN.NR,Kenya Electricity Generating Company Ltd,Kenya,A-,3.69850094810099,85.82049,,-91.53391,,106993551000.0,0.24618,53859855672.0,30.69649,68402581000.0,106993551000.0,,,11548176000.0,7984569000.0,2007.0
0527.HK,China Ruifeng Renewable Energy Holdings Ltd,Hong Kong,BB-,19.2418662475663,30.71688,,13.25413,,511507000.0,0.50402,206051808.155937,65.62861,247706000.0,511507000.0,,,384278000.0,81630000.0,2007.0
REO.CD,Reservoir Capital Corp,Canada,AA,-140.117774384262,26.70133,,,,2166967.0,-0.7491,9681442.75,,1886583.0,2166967.0,,208750,0.0,106769.0,2007.0
SNFL.TA,Sunflower Sustainable Investments Ltd,Israel,BBB,2.71974744415689,0.14889,,,,417085000.0,0.7153,119562500.0,215.20886,97097000.0,417085000.0,,,55032000.0,28068000.0,2007.0
ESUN.S,Edisun Power Europe AG,Switzerland,BBB-,0.649094744650764,69.36466,,33.1058,,45676000.0,1.05149,,167.2175,14251000.0,45676000.0,,,5300000.0,8805000.0,2007.0
HNOI.PK,HNO International Inc,United States of America,B,,,,,,,,,,,,,,,,2007.0
HJS.HN,Nam Mu Hydropower JSC,Vietnam,AA+,8.6640657506057,84.65986,,1.80738,,287286812065.0,2.48066,165000000000.0,259.39744,76146190000.0,287286812065.0,,,35655210300.0,43759719200.0,2007.0
SJD.HM,Can Don Hydro Power JSC,Vietnam,AA+,13.3720377046918,93.81559,,0.16904,,1212682925000.0,2.43333,1014000000000.0,243.42105,338845411000.0,1212682925000.0,,,241742184000.0,737424000.0,2007.0
TMP.HM,Thac Mo Hydropower JSC,Vietnam,AA,2.73653131010453,85.35599,,28.01078,,1491194263000.0,-0.04497,,,1468816783000.0,1491194263000.0,,,157873439000.0,1303065000.0,2007.0
SLGN.TA,Solegreen Ltd,Israel,BB-,-93.5939257592801,10.05547,,,,36418000.0,-0.55512,30818408.84,,27095000.0,36418000.0,,7449000,6374000.0,482000.0,2007.0
SLRS.MC,Solaria Energia y Medio Ambiente SA,Spain,BB+,48.961129994313,8.54676,,32.35594,,404984000.0,-0.3704,2172630407.16,21.79819,261196000.0,404984000.0,,,186262000.0,12000.0,2007.0
NCEN.PK,Nacel Energy Corp,United States of America,CCC,,,,,,,,,,,,,,,,2007.0
INE.TO,Innergex Renewable Energy Inc,Canada,BB+,0.848370009904828,32.46034,,10.43113,,343262000.0,0.21014,642658560.0,36.06161,230531000.0,343259000.0,,,8049000.0,4972000.0,2007.0
TENr.AT,Terna Energy SA,Greece,BBB,7.04199071133761,45.70075,,24.12169,,522812000.0,-0.47734,918400560.0,27.60605,391295000.0,523606000.0,,1615000,60218000.0,53017000.0,2007.0
002210.SZ,Shenzhen Feima International Supply Chain Co Ltd,China,BB+,29.281694337913,0.94547,,15.54107,,527359000.0,1.34318,,186.24638,153842000.0,527359000.0,,,590463000.0,58635000.0,2007.0
BLSP.PK,Blue Sphere Corp,United States of America,CCC+,,,,,,,,,,,,,,,,2007.0
FIGP.WA,Figene Capital SA,Poland,BBB-,,,,,,,,,,,,,,,,2007.0
EA.BK,Energy Absolute PCL,Thailand,A-,8.38818287681636,53.63912,,17.70987,,342638000.0,0.55899,,61.79324,80913000.0,342638000.0,,,314639000.0,19730000.0,2007.0
EDPR.LS,EDP Renovaveis SA,Spain,BBB,,,,3.31219,,,,,,,,783000.0,,16112000.0,,2007.0
RNEW11.SA,Renova Energia SA Em Recuperacao Judicial,Brazil,B-,1.0185474326205,84.45095,,,,199234000.0,44.48995,,4580.97938,3880000.0,199234000.0,,,0.0,111558000.0,2007.0
01C.WA,01Cyberaton Proenergy SA,Poland,A-,,,,,,,,,,,,,,,,2007.0
NHPC.NS,NHPC Ltd,India,A+,5.43921195126861,79.65554,,11.32909,,372995400000.0,0.52358,,64.04525,187080300000.0,372995400000.0,,,29308500000.0,31347500000.0,2007.0
SEB.HN,Mien Trung Power Investment and Development JSC,Vietnam,A+,,82.86089,,0.0,,423573459208.0,1.3596,,162.18003,147722657676.0,423573459208.0,,,45598000200.0,141893561842.0,2007.0
GUNKUL.BK,Gunkul Engineering PCL,Thailand,BBB+,62.6135483977927,11.61853,,20.23397,,1137244000.0,-0.00586,,14.4554,337947000.0,1137244000.0,,,1537936000.0,7285000.0,2007.0
HPWR.CM,Resus Energy PLC,Sri Lanka,BBB-,,57.57784,,0.00985,,4070396000.0,1.09294,,134.93861,1608822000.0,4070399000.0,,,4966161000.0,229727000.0,2007.0
VPC.HNO,Viet Nam Power Investment and Development JSC,Vietnam,BB,,,,,,,,,,,,,,,,2007.0
SOPV.PK,Solar Park Initiatives Inc,United States of America,,,,,,,,,,,,,,,,,2007.0
0916.HK,China Longyuan Power Group Corp Ltd,China,BB+,10.167802891108,127.45952,,7.81489,,23325096000.0,2.38642,,253.27689,2865371000.0,23325096000.0,,,6963086000.0,7161549000.0,2007.0
ARISE.ST,Arise AB,Sweden,BB+,,7.63052,,,,49800000.0,-0.92946,,0.0,48200000.0,49800000.0,,,0.0,3900000.0,2007.0
CHP.HM,Central Hydropower JSC,Vietnam,AA-,,,,,,,,,,,,,,,,2007.0
ORIN.NS,Orient Green Power Company Ltd,India,BB,,,,,,,,,,,,,,,,2007.0
SBA.HM,Song Ba JSC,Vietnam,AA,,,,6.75655,,,,,,,,,,12998806000.0,,2007.0
KNR.NLB,Kontrol Technologies Corp,Canada,BBB+,,,,,,,,,,,,,9190,0.0,,2007.0
GEG.HM,Gia Lai Electricity JSC,Vietnam,B+,,,,,,,,,,,,,,,,2007.0
